parent_process_md5,parent_process_sha1,parent_process_sha256,parent_process_creation_date,process_id,agentid,elastic_id,usernames_id,agent_id,event_type,year,month,day,hour,parent_executablepath,executable_path,computername,parent_process_owner,process_owner,process_domain,parent_process_name,process_name,tenant_id,command_line,parent_command_line
,,,,"{""int"": 8136, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,5SgtfnwBV1WtlBxDAUcb,,,user_process_execs,2021,10,14,9,c:\dir_a_j\dir_b_j32\executable_398,c:\dir_a_c\dir_b_c\dir_c_af\executable_288,asdf_0x1314acde8918c_name_14,name_474,name_474,name_640,executable_398,executable_288,tenant_c,"""c:\program files\sophos\managed threat response\sophosmtr.exe""",
,,,,"{""int"": 16184, ""string"": null}",aa0b7a6f95f3961b4fc33a39f30f8b28,NHBDe3wBxoofP3v-RarD,1229.0,,user_process_execs,2021,10,13,19,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_199,name_15,name_515,name_458,name_640,executable_163,executable_199,tenant_c,c:\windows\system32\comppkgsrv.exe -embedding,
,,,,"{""int"": 20112, ""string"": null}",32615bbe42c0ae71b1b9e63a0d7008e1,Wo_beXwBUVIklYwEI9ou,,,user_process_execs,2021,10,13,13,c:\dir_a_a86)\dir_b_e\dir_c_g12 agent\executable_350,c:\dir_a_a86)\dir_b_e\dir_c_g12 agent\executable_180,name_650,name_441,name_441,name_640,executable_350,executable_180,tenant_c,"""c:\program files (x86)\gfi\languard 12 agent\update.exe"" /suid:84028266-18a4-490f-9a58-8dd6a7ad7c7e  /wkl",
,,,,"{""int"": null, ""string"": """"}",cb53b661075f6f6c7ea6cb3120727fac,egKkeXwBqhyjhem8iNN1,,,user_process_execs,2021,10,13,12,,,name_144,,,,,,tenant_e,,
,,,,"{""int"": 10252, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,1ygeenwBUJtdm8RqoaJK,,,user_process_execs,2021,10,13,14,c:\dir_a_a86)\dir_b_d\dir_c_ad\executable_182,c:\dir_a_a86)\dir_b_d\dir_c_ad\1dir_d_cd3.36.112\executable_254,name_40,name_487,name_487,name_640,executable_182,executable_254,tenant_c,"""c:\program files (x86)\google\update\1.3.36.112\googlecrashhandler64.exe""",
,,,,"{""int"": 5440, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,3eACgHwBNpbLFxe_FcAG,1227.0,,user_process_execs,2021,10,14,18,c:\dir_a_b\dir_b_gd\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_gd\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,asdf_0x1319acde8918c_name_19,name_568,name_568,name_640,executable_160,executable_160,tenant_c,"""c:\users\shorton\appdata\local\microsoft\teams\current\teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1840,10505214673546010786,10062196399748801057,131072 --enable-features=webcomponentsv0enabled,winusebrowserspellchecker,winusehybridspellchecker --disable-features=pictureinpicture,sparerendererforsiteperprocess --lang=en-us --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.teams.teams --app-path=""c:\users\shorton\appdata\local\microsoft\teams\current\resources\app.asar"" --electron-shared-settings=eyjjci5jb21wyw55ijoirwxly3ryb24ilcjjci5kdw1wcyi6iiisimnylmvuywjszwqiomzhbhnllcjjci5wcm9kdwn0ijoirwxly3ryb24ilcjjci5zzxnzaw9uijoiiiwiy3iudxjsijoiiiwiy3iudmvyc2lvbii6iij9 --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2536 /prefetch:1",
,,,,"{""int"": 6384, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,HTqjenwBNpbLFxe_hmko,38.0,,user_process_execs,2021,10,13,17,c:\dir_a_b\dir_b_ad\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_ad\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_12,name_472,name_472,name_640,executable_160,executable_160,tenant_c,"""c:\users\dhurless\appdata\local\microsoft\teams\current\teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1672,14099728956412984822,15480334656700937563,131072 --enable-features=contextbridgemutability,webcomponentsv0enabled --disable-features=cookieswithoutsamesitemustbesecure,samesitebydefaultcookies,sparerendererforsiteperprocess --lang=en-us --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.teams.teams --app-path=""c:\users\dhurless\appdata\local\microsoft\teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=2724 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8132 /prefetch:1",
,,,,"{""int"": 9516, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,RCiSf3wBV1WtlBxDwC71,,,user_process_execs,2021,10,14,16,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_78,name_545,name_545,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 838 -interruptevent 0 -ngenprocess 824 -pipe 834 -comment ""ngen worker process""",
,,,,"{""int"": 14380, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,ReMFgHwBNpbLFxe_sMZb,1453.0,,user_process_execs,2021,10,14,18,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,c:\dir_a_a86)\dir_b_b\dir_c_a\dir_d_a\executable_166,asdf_0x1314acde8918c_name_14,name_482,name_482,name_640,executable_166,executable_166,tenant_c,"""c:\program files (x86)\microsoft\edge\application\msedge.exe"" --type=gpu-process --field-trial-handle=2196,16333158377265801815,6052420417908660336,131072 --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=32902 --gpu-device-id=16024 --gpu-sub-system-id=154013736 --gpu-revision=2 --gpu-driver-version=27.20.100.9664 --gpu-preferences=uaaaaaaaaadoaaaiaaaaaaaaaaaaaaaaaabgaaaiaaawaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahgaaaaaaaaaeaaaaaaaaaaoaaaabaaaacaaaaaaaaaakaaaaaaaaaawaaaaaaaaadgaaaaaaaaaeaaaaaaaaaaaaaaadqaaabaaaaaaaaaaaqaaaa0aaaaqaaaaaaaaaaqaaaanaaaaeaaaaaaaaaahaaaadqaaaagaaaaaaaaacaaaaaaaaaa= --mojo-platform-channel-handle=4784 /prefetch:2",
,,,,"{""int"": 6376, ""string"": null}",2da15f7754e58ca039c38743a248aa0a,wb7hfHwBRALE72vT5Cci,,,user_process_execs,2021,10,14,3,c:\dir_a_a86)\dir_b_c\dir_c_c\dir_d_b\executable_353,c:\dir_a_a86)\dir_b_ff\executable_167,name_77,name_564,name_564,name_640,executable_353,executable_167,tenant_c,,
,,,,"{""int"": 15696, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,Mh6tgHwBxoofP3v-r6SG,,,user_process_execs,2021,10,14,21,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,test_f525e31a-634c-3d2f-9447-999cf6b5b6a0_name_67,name_530,name_530,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 1d4 -interruptevent 0 -ngenprocess 1c8 -pipe 1d0 -comment ""ngen worker process""",
,,,,"{""int"": 11836, ""string"": null}",eed97d449ff9dfa51ea1183b86d987ff,WtF5f3wBUJtdm8RqtOwq,111.0,,user_process_execs,2021,10,14,15,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_174,test_115ff52f-d605-3b4b-98fe-c0ea57f4930c_name_13,name_463,name_460,name_640,executable_163,executable_174,tenant_c,c:\windows\system32\dllhost.exe /processid:{ab8902b4-09ca-4bb6-b78d-a8f59079a8d5},
,,,,"{""int"": 15640, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,YHExenwBqhyjhem88RTl,,,user_process_execs,2021,10,13,15,c:\dir_a_j\dir_b_a\dir_c_b\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_b\dir_d_j4.0.30319\executable_161,asdf_0x1319acde8918c_name_19,name_480,name_480,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework\v4.0.30319\mscorsvw.exe -startupevent 374 -interruptevent 0 -ngenprocess 3d4 -pipe 3ac -comment ""ngen worker process""",
,,,,"{""int"": 6624, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,k3jfe3wBWkqM6Gh_qrbR,144.0,,user_process_execs,2021,10,13,22,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,name_34,name_484,name_484,name_640,executable_168,executable_168,tenant_c,"""c:\program files (x86)\google\chrome\application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1780,3442572939866175142,1538604595642925762,131072 --lang=en-us --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=1001 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=11996 /prefetch:1",
,,,,"{""int"": 1020, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,B3u3eHwBqhyjhem8fFWr,86.0,,user_process_execs,2021,10,13,8,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_44,name_534,name_533,name_640,executable_163,executable_165,tenant_c,"""c:\windows\system32\backgroundtaskhost.exe"" -servername:backgroundtaskhost.webaccountprovider",
,,,,"{""int"": 7704, ""string"": null}",aa0b7a6f95f3961b4fc33a39f30f8b28,ZR_wenwB0-fRXDnoSaSN,,,user_process_execs,2021,10,13,18,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,name_15,name_515,name_440,name_642,executable_163,executable_164,tenant_c,c:\windows\system32\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 7040, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,SMuGfXwBV1WtlBxDJxsx,,,user_process_execs,2021,10,14,6,c:\dir_a_d\dir_b_c\dir_c_aj\dir_d_f\dir_e_a1.dir\executable_191,c:\dir_a_a86)\dir_b_c\dir_c_aj\dir_d_h\executable_326,name_36,name_520,name_520,name_640,executable_191,executable_326,tenant_c,c:\program files (x86)\sophos\autoupdate\telemetry\gathertelem.exe,
,,,,"{""int"": 11292, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,RbREfXwBxoofP3v-GBOO,86.0,,user_process_execs,2021,10,14,5,c:\dir_a_b\dir_b_cc\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_cc\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_44,name_533,name_533,name_640,executable_160,executable_160,tenant_c,"""c:\users\hwick\appdata\local\microsoft\teams\current\teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1672,16035148459975486642,12302801775608393187,131072 --enable-features=contextbridgemutability,webcomponentsv0enabled --disable-features=cookieswithoutsamesitemustbesecure,samesitebydefaultcookies,sparerendererforsiteperprocess --lang=en-us --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.teams.teams --app-path=""c:\users\hwick\appdata\local\microsoft\teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=8941 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=12364 /prefetch:1",
,,,,"{""int"": 22516, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,Zk0GenwBqhyjhem8RJLo,,,user_process_execs,2021,10,13,14,c:\dir_a_j\dir_b_bh64\executable_225,c:\dir_a_j\dir_b_j32\executable_162,name_42,name_465,name_465,name_640,executable_225,executable_162,tenant_c,\??\c:\windows\system32\conhost.exe 0xffffffff -forcev1,
,,,,"{""int"": 5392, ""string"": null}",171e1e972f703b7cd3721c19de438886,1nnfenwBLwEQS1RKfklt,,,user_process_execs,2021,10,13,18,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_171,asdf_0x131acde8918c_name_1,name_443,name_443,name_643,executable_163,executable_171,tenant_e,"c:\windows\system32\cmd.exe /c ""c:\program files\pulseway\watchdog.bat""",
,,,,"{""int"": null, ""string"": ""32324""}",2223448c9a253e41ec46670019a1f146,cEe_fHwBB0gvw5rfJoqG,36.0,,user_process_execs,2021,10,14,2,,c:\dir_a_b\dir_b_ii\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_76,,name_557,name_641,asdf_0x195ab829c_executable_5,executable_160,tenant_c,"""C:\Users\SMorton\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1200,3240592836455114125,17502875812844777703,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\SMorton\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=214 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3112 /prefetch:1",
,,,,"{""int"": null, ""string"": """"}",746f5bc9bea982bf0d4a8eae5d33288f,6dAhenwBNpbLFxe_L2KD,37.0,,user_process_execs,2021,10,13,14,,,name_147,,,,,,tenant_e,,
,,,,"{""int"": 8112, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,BKFhenwB1R6ZJf4-nrgF,,,user_process_execs,2021,10,13,15,c:\dir_a_j\dir_b_j32\executable_313,c:\dir_a_j\dir_b_j32\test_7abc3d4d-65c1-39d7-8e20-604e2ec726c8_executable_212,name_56,name_541,name_541,name_640,executable_313,test_7abc3d4d-65c1-39d7-8e20-604e2ec726c8_executable_212,tenant_c,"""logonui.exe"" /flags:0x0 /state0:0xab88a855 /state1:0x41c64e6d",
,,,,"{""int"": 28648, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,WTlQenwBjd7GdOiolf2m,,,user_process_execs,2021,10,13,15,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_184,test_9441501d-f633-365a-8955-9df443edc762_name_32,name_494,name_494,name_640,executable_163,executable_184,tenant_c,c:\windows\system32\printisolationhost.exe -embedding,
,,,,"{""int"": 7404, ""string"": null}",69a87026ca3a8397f576d2af4ce87c41,8LI8fHwBWkqM6Gh_bDws,,,user_process_execs,2021,10,14,0,asdf_0x197ab829c_executable_7,c:\dir_a_a86)\dir_b_e\dir_c_g12 agent\executable_180,name_95,name_585,name_585,name_640,asdf_0x197ab829c_executable_7,executable_180,tenant_c,"""c:\program files (x86)\gfi\languard 12 agent\update.exe"" /suid:84028266-18a4-490f-9a58-8dd6a7ad7c7e /wkl",
,,,,"{""int"": 10916, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,sdMrf3wBV1WtlBxD7ihT,86.0,,user_process_execs,2021,10,14,14,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_44,name_534,name_533,name_640,executable_163,executable_165,tenant_c,"""c:\windows\system32\backgroundtaskhost.exe"" -servername:microsoftedge.appxbnf56tvebb2bnpah2t4s0emv5ws4vxt1.mca",
,,,,"{""int"": 20580, ""string"": null}",68b34ea1b9ca09d69686d0e5a708857b,XWbLfHwB0-fRXDno6m_E,152.0,,user_process_execs,2021,10,14,3,c:\dir_a_b\dir_b_bb\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_bb\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_43,name_462,name_462,name_640,executable_160,executable_160,tenant_c,,
,,,,"{""int"": 16544, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,2RU8gXwBjd7GdOioQ0Ue,,,user_process_execs,2021,10,14,23,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_j64\dir_d_j4.0.30319\executable_161,name_38,name_493,name_493,name_640,executable_185,executable_161,tenant_c,"c:\windows\microsoft.net\framework64\v4.0.30319\mscorsvw.exe -startupevent 184 -interruptevent 0 -ngenprocess 154 -pipe 1e0 -comment ""ngen worker process""",
,,,,"{""int"": null, ""string"": """"}",afb75671f7aeeaff798be85b76ccab52,yPDQd3wBB0gvw5rf2sv7,78.0,,user_process_execs,2021,10,13,3,,,name_101,,,,,,tenant_c,,
,,,,"{""int"": 21620, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,trRdenwBxoofP3v-PXFt,97.0,,user_process_execs,2021,10,13,15,c:\dir_a_b\dir_b_ai\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_ai\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_36,name_505,name_505,name_640,executable_160,executable_160,tenant_c,"""c:\users\ahoffdahl\appdata\local\microsoft\teams\current\teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1680,1150703061293250510,17439767985858595646,131072 --enable-features=contextbridgemutability,webcomponentsv0enabled,winusebrowserspellchecker,winusehybridspellchecker --disable-features=cookieswithoutsamesitemustbesecure,samesitebydefaultcookies,sparerendererforsiteperprocess --lang=en-us --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.teams.teams --app-path=""c:\users\ahoffdahl\appdata\local\microsoft\teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=4716 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=10344 /prefetch:1",
,,,,"{""int"": null, ""string"": ""17320""}",b0d19e7029b5c1529a257fd8f2c7573e,r8HKfXwBDac3IFZAQU2V,80.0,,user_process_execs,2021,10,14,7,,c:\dir_a_b\dir_b_ah\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_11,,name_453,name_641,asdf_0x195ab829c_executable_5,executable_160,tenant_c,"""C:\Users\TStorey\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=renderer --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --field-trial-handle=1684,18080947314601368715,9453994930699018682,131072 --enable-features=ContextBridgeMutability,WebComponentsV0Enabled,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CookiesWithoutSameSiteMustBeSecure,SameSiteByDefaultCookies,SpareRendererForSitePerProcess --lang=en-US --enable-wer --ms-teams-less-cors=522133263 --app-user-model-id=com.squirrel.Teams.Teams --app-path=""C:\Users\TStorey\AppData\Local\Microsoft\Teams\current\resources\app.asar"" --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=442 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2764 /prefetch:1",
,,,,"{""int"": null, ""string"": """"}",cdcd26df0e38fa4392190c421cec4ecc,DsgDenwBD4PMs8-YVVg-,150.0,,user_process_execs,2021,10,13,14,,,name_231,,,,,,tenant_e,,
,,,,"{""int"": 10056, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,7vgqfnwBDac3IFZA0zJ6,,,user_process_execs,2021,10,14,9,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\dir_c_db\executable_164,name_61,name_501,name_440,name_642,executable_163,executable_164,tenant_c,c:\windows\system32\wbem\wmiprvse.exe -secured -embedding,
,,,,"{""int"": 17704, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,FDoif3wBLwEQS1RKDXcf,,,user_process_execs,2021,10,14,14,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_169,name_56,name_541,name_541,name_640,executable_163,executable_169,tenant_c,c:\windows\system32\runtimebroker.exe -embedding,
,,,,"{""int"": 17564, ""string"": null}",aa0b7a6f95f3961b4fc33a39f30f8b28,T-2XgHwBqhyjhem8UQCW,,,user_process_execs,2021,10,14,20,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_213,name_15,name_515,name_515,name_640,executable_163,executable_213,tenant_c,c:\windows\system32\dsregcmd.exe $(arg0) $(arg1) $(arg2),
,,,,"{""int"": 1292, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,VdFNfHwBUJtdm8RqMgwr,1239.0,,user_process_execs,2021,10,14,0,c:\dir_a_b\dir_b_ac\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,c:\dir_a_b\dir_b_ac\dir_c_i\dir_d_d\dir_e_j\dir_f_j\dir_g_j\executable_160,name_7,name_450,name_450,name_640,executable_160,executable_160,tenant_c,,
,,,,"{""int"": 33904, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,bveZe3wBUVIklYwExVa5,,,user_process_execs,2021,10,13,21,c:\dir_a_j\dir_b_j32\executable_408,c:\dir_a_j\dir_b_j32\executable_177,name_8,name_519,name_519,name_640,executable_408,executable_177,tenant_c,,
,,,,"{""int"": null, ""string"": ""4468""}",60ba53ba2cf7602fac7467b672fa4193,4lcRenwBqhyjhem80Rdc,39.0,,user_process_execs,2021,10,13,14,,c:\dir_a_a86)\dir_b_d\dir_c_d\dir_d_a\executable_168,name_65,,name_503,name_641,executable_18,executable_168,tenant_c,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --cross-origin-webassembly-module-sharing-allowed --display-capture-permissions-policy-allowed --field-trial-handle=1708,17928899477750033609,8077263696664953315,131072 --lang=en-US --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=6 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2996 /prefetch:1",
,,,,"{""int"": 16440, ""string"": null}",60ba53ba2cf7602fac7467b672fa4193,hilMgHwBXiyPKgRr6YKi,1254.0,,user_process_execs,2021,10,14,19,c:\dir_a_j\dir_b_j32\executable_163,c:\dir_a_j\dir_b_j32\executable_165,name_27,name_492,name_584,name_640,executable_163,executable_165,tenant_c,"""c:\windows\system32\backgroundtaskhost.exe"" -servername:app.appxmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",
,,,,"{""int"": 8632, ""string"": null}",c5021203e048fc1b1d4955a9f158711f,4Nk0fnwBWkqM6Gh_UQZC,,,user_process_execs,2021,10,14,9,c:\dir_a_j\dir_b_a\dir_c_b\dir_d_j4.0.30319\executable_185,c:\dir_a_j\dir_b_a\dir_c_b\dir_d_j4.0.30319\executable_161,name_4,name_485,name_485,name_640,executable_185,executable_161,tenant_c,,
